Attacking Type 1,Attacking Type 2,Defending Type 1,Defending Type 2,Effectiveness
Fighting,Ice,Normal,Poison,2.0
Fighting,Ice,Fire,Poison,1.0
Fighting,Ice,Poison,Water,1.0
Fighting,Ice,Electric,Poison,1.0
Fighting,Ice,Ice,Poison,2.0
Fighting,Ice,Fighting,Poison,1.0
Fighting,Ice,Poison,Poison,0.5
Fighting,Ice,Ground,Poison,1.0
Fighting,Ice,Flying,Poison,0.5
Fighting,Ice,Poison,Psychic,0.5
Fighting,Ice,Bug,Poison,0.5
Fighting,Ice,Poison,Rock,2.0
Fighting,Ice,Ghost,Poison,0.0
Fighting,Ice,Dragon,Poison,1.0
Fighting,Ice,Dark,Poison,2.0
Fighting,Ice,Poison,Steel,2.0
Fighting,Ice,Fairy,Poison,0.5
Ice,Poison,Normal,Poison,1.0
Ice,Poison,Fire,Poison,1.0
Ice,Poison,Poison,Water,1.0
Ice,Poison,Electric,Poison,1.0
Ice,Poison,Grass,Poison,2.0
Ice,Poison,Ice,Poison,1.0
Ice,Poison,Fighting,Poison,1.0
Ice,Poison,Poison,Poison,0.5
Ice,Poison,Ground,Poison,0.5
Ice,Poison,Flying,Poison,1.0
Ice,Poison,Poison,Psychic,1.0
Ice,Poison,Bug,Poison,1.0
Ice,Poison,Poison,Rock,0.5
Ice,Poison,Ghost,Poison,0.5
Ice,Poison,Dragon,Poison,1.0
Ice,Poison,Dark,Poison,1.0
Ice,Poison,Poison,Steel,0.0
Ice,Poison,Fairy,Poison,2.0
Ground,Ice,Normal,Poison,1.0
Ground,Ice,Fire,Poison,2.0
Ground,Ice,Grass,Poison,0.5
Ground,Ice,Fighting,Poison,1.0
Ground,Ice,Poison,Poison,2.0
Ground,Ice,Ground,Poison,1.0
Ground,Ice,Flying,Poison,0.0
Ground,Ice,Poison,Psychic,1.0
Ground,Ice,Bug,Poison,0.5
Ground,Ice,Poison,Rock,2.0
Ground,Ice,Ghost,Poison,1.0
Ground,Ice,Dragon,Poison,1.0
Ground,Ice,Dark,Poison,1.0
Ground,Ice,Poison,Steel,2.0
Ground,Ice,Fairy,Poison,1.0
Flying,Ice,Fire,Poison,1.0
Flying,Ice,Poison,Water,1.0
Flying,Ice,Electric,Poison,0.5
Flying,Ice,Ice,Poison,1.0
Flying,Ice,Fighting,Poison,2.0
Flying,Ice,Poison,Poison,1.0
Flying,Ice,Ground,Poison,1.0
Flying,Ice,Flying,Poison,1.0
Flying,Ice,Poison,Psychic,1.0
Flying,Ice,Bug,Poison,2.0
Flying,Ice,Poison,Rock,0.5
Flying,Ice,Ghost,Poison,1.0
Flying,Ice,Dragon,Poison,1.0
Flying,Ice,Dark,Poison,1.0
Flying,Ice,Poison,Steel,0.5
Flying,Ice,Fairy,Poison,1.0
Ice,Psychic,Normal,Poison,1.0
Ice,Psychic,Electric,Poison,1.0
Ice,Psychic,Grass,Poison,1.0
Ice,Psychic,Poison,Poison,2.0
Ice,Psychic,Ground,Poison,1.0
Ice,Psychic,Flying,Poison,1.0
Ice,Psychic,Poison,Psychic,0.5
Ice,Psychic,Bug,Poison,1.0
Ice,Psychic,Poison,Rock,1.0
Ice,Psychic,Ghost,Poison,1.0
Ice,Psychic,Dragon,Poison,1.0
Ice,Psychic,Dark,Poison,0.0
Ice,Psychic,Poison,Steel,0.5
Ice,Psychic,Fairy,Poison,1.0
Bug,Ice,Normal,Poison,1.0
Bug,Ice,Fire,Poison,0.5
Bug,Ice,Poison,Water,1.0
Bug,Ice,Electric,Poison,1.0
Bug,Ice,Grass,Poison,2.0
Bug,Ice,Ice,Poison,1.0
Bug,Ice,Poison,Poison,0.5
Bug,Ice,Ground,Poison,1.0
Bug,Ice,Flying,Poison,0.5
Bug,Ice,Poison,Psychic,2.0
Bug,Ice,Bug,Poison,1.0
Bug,Ice,Poison,Rock,1.0
Bug,Ice,Ghost,Poison,0.5
Bug,Ice,Dragon,Poison,1.0
Bug,Ice,Dark,Poison,2.0
Bug,Ice,Poison,Steel,0.5
Bug,Ice,Fairy,Poison,0.5
Ice,Rock,Fire,Poison,2.0
Ice,Rock,Poison,Water,1.0
Ice,Rock,Grass,Poison,1.0
Ice,Rock,Ice,Poison,2.0
Ice,Rock,Fighting,Poison,0.5
Ice,Rock,Poison,Poison,1.0
Ice,Rock,Ground,Poison,0.5
Ice,Rock,Flying,Poison,2.0
Ice,Rock,Poison,Psychic,1.0
Ice,Rock,Bug,Poison,2.0
Ice,Rock,Poison,Rock,1.0
Ice,Rock,Ghost,Poison,1.0
Ice,Rock,Dragon,Poison,1.0
Ice,Rock,Dark,Poison,1.0
Ice,Rock,Poison,Steel,0.5
Ice,Rock,Fairy,Poison,1.0
Ghost,Ice,Normal,Poison,0.0
Ghost,Ice,Fire,Poison,1.0
Ghost,Ice,Poison,Water,1.0
Ghost,Ice,Grass,Poison,1.0
Ghost,Ice,Ice,Poison,1.0
Ghost,Ice,Poison,Poison,1.0
Ghost,Ice,Ground,Poison,1.0
Ghost,Ice,Flying,Poison,1.0
Ghost,Ice,Poison,Psychic,2.0
Ghost,Ice,Bug,Poison,1.0
Ghost,Ice,Poison,Rock,1.0
Ghost,Ice,Ghost,Poison,2.0
Ghost,Ice,Dragon,Poison,1.0
Ghost,Ice,Dark,Poison,0.5
Ghost,Ice,Poison,Steel,1.0
Ghost,Ice,Fairy,Poison,1.0
Dragon,Ice,Fire,Poison,1.0
Dragon,Ice,Poison,Water,1.0
Dragon,Ice,Grass,Poison,1.0
Dragon,Ice,Ice,Poison,1.0
Dragon,Ice,Poison,Poison,1.0
Dragon,Ice,Ground,Poison,1.0
Dragon,Ice,Flying,Poison,1.0
Dragon,Ice,Poison,Psychic,1.0
Dragon,Ice,Bug,Poison,1.0
Dragon,Ice,Poison,Rock,1.0
Dragon,Ice,Ghost,Poison,1.0
Dragon,Ice,Dragon,Poison,2.0
Dragon,Ice,Dark,Poison,1.0
Dragon,Ice,Poison,Steel,0.5
Dragon,Ice,Fairy,Poison,0.0
Dark,Ice,Fire,Poison,1.0
Dark,Ice,Poison,Water,1.0
Dark,Ice,Grass,Poison,1.0
Dark,Ice,Ice,Poison,1.0
Dark,Ice,Fighting,Poison,0.5
Dark,Ice,Poison,Poison,1.0
Dark,Ice,Ground,Poison,1.0
Dark,Ice,Flying,Poison,1.0
Dark,Ice,Poison,Psychic,2.0
Dark,Ice,Bug,Poison,1.0
Dark,Ice,Poison,Rock,1.0
Dark,Ice,Ghost,Poison,2.0
Dark,Ice,Dragon,Poison,1.0
Dark,Ice,Dark,Poison,0.5
Dark,Ice,Poison,Steel,1.0
Dark,Ice,Fairy,Poison,0.5
Ice,Steel,Electric,Poison,0.5
Ice,Steel,Grass,Poison,1.0
Ice,Steel,Ice,Poison,2.0
Ice,Steel,Poison,Poison,1.0
Ice,Steel,Ground,Poison,1.0
Ice,Steel,Flying,Poison,1.0
Ice,Steel,Poison,Psychic,1.0
Ice,Steel,Bug,Poison,1.0
Ice,Steel,Poison,Rock,2.0
Ice,Steel,Ghost,Poison,1.0
Ice,Steel,Dragon,Poison,1.0
Ice,Steel,Dark,Poison,1.0
Ice,Steel,Poison,Steel,0.5
Ice,Steel,Fairy,Poison,2.0
Fairy,Ice,Normal,Poison,1.0
Fairy,Ice,Fire,Poison,0.5
Fairy,Ice,Poison,Water,1.0
Fairy,Ice,Electric,Poison,1.0
Fairy,Ice,Ice,Poison,1.0
Fairy,Ice,Fighting,Poison,2.0
Fairy,Ice,Poison,Poison,0.5
Fairy,Ice,Ground,Poison,1.0
Fairy,Ice,Flying,Poison,1.0
Fairy,Ice,Poison,Psychic,1.0
Fairy,Ice,Bug,Poison,1.0
Fairy,Ice,Poison,Rock,1.0
Fairy,Ice,Ghost,Poison,1.0
Fairy,Ice,Dragon,Poison,2.0
Fairy,Ice,Dark,Poison,2.0
Fairy,Ice,Poison,Steel,0.5
Fairy,Ice,Fairy,Poison,1.0
Ice,Ice,Ground,Ground,4.0
Ice,Ice,Flying,Ground,4.0
Ice,Ice,Ground,Psychic,2.0
Ice,Ice,Bug,Ground,2.0
Ice,Ice,Ground,Rock,2.0
Ice,Ice,Ghost,Ground,2.0
Ice,Ice,Dragon,Ground,4.0
Ice,Ice,Dark,Ground,2.0
Ice,Ice,Ground,Steel,1.0
Ice,Ice,Fairy,Ground,2.0
Fighting,Ice,Ground,Normal,4.0
Fighting,Ice,Fire,Ground,2.0
Fighting,Ice,Ground,Water,2.0
Fighting,Ice,Electric,Ground,2.0
Fighting,Ice,Ground,Ice,4.0
Fighting,Ice,Fighting,Ground,2.0
Fighting,Ice,Ground,Ground,2.0
Fighting,Ice,Flying,Ground,1.0
Fighting,Ice,Ground,Psychic,1.0
Fighting,Ice,Bug,Ground,1.0
Fighting,Ice,Ground,Rock,4.0
Fighting,Ice,Ghost,Ground,0.0
Fighting,Ice,Dragon,Ground,2.0
Fighting,Ice,Dark,Ground,4.0
Fighting,Ice,Ground,Steel,4.0
Fighting,Ice,Fairy,Ground,1.0
Ice,Poison,Ground,Normal,2.0
Ice,Poison,Fire,Ground,2.0
Ice,Poison,Ground,Water,2.0
Ice,Poison,Electric,Ground,2.0
Ice,Poison,Grass,Ground,4.0
Ice,Poison,Ground,Ice,2.0
Ice,Poison,Fighting,Ground,2.0
Ice,Poison,Ground,Poison,1.0
Ice,Poison,Ground,Ground,1.0
Ice,Poison,Flying,Ground,2.0
Ice,Poison,Ground,Psychic,2.0
Ice,Poison,Bug,Ground,2.0
Ice,Poison,Ground,Rock,1.0
Ice,Poison,Ghost,Ground,1.0
Ice,Poison,Dragon,Ground,2.0
Ice,Poison,Dark,Ground,2.0
Ice,Poison,Ground,Steel,0.0
Ice,Poison,Fairy,Ground,4.0
Ground,Ice,Ground,Normal,2.0
Ground,Ice,Fire,Ground,4.0
Ground,Ice,Ground,Water,2.0
Ground,Ice,Electric,Ground,4.0
Ground,Ice,Grass,Ground,1.0
Ground,Ice,Ground,Ice,2.0
Ground,Ice,Fighting,Ground,2.0
Ground,Ice,Ground,Poison,4.0
Ground,Ice,Ground,Ground,2.0
Ground,Ice,Flying,Ground,0.0
Ground,Ice,Ground,Psychic,2.0
Ground,Ice,Bug,Ground,1.0
Ground,Ice,Ground,Rock,4.0
Ground,Ice,Ghost,Ground,2.0
Ground,Ice,Dragon,Ground,2.0
Ground,Ice,Dark,Ground,2.0
Ground,Ice,Ground,Steel,4.0
Ground,Ice,Fairy,Ground,2.0
Flying,Ice,Ground,Normal,2.0
Flying,Ice,Fire,Ground,2.0
Flying,Ice,Ground,Water,2.0
Flying,Ice,Grass,Ground,4.0
Flying,Ice,Ground,Ice,2.0
Flying,Ice,Fighting,Ground,4.0
Flying,Ice,Ground,Poison,2.0
Flying,Ice,Ground,Ground,2.0
Flying,Ice,Flying,Ground,2.0
Flying,Ice,Ground,Psychic,2.0
Flying,Ice,Bug,Ground,4.0
Flying,Ice,Ground,Rock,1.0
Flying,Ice,Ghost,Ground,2.0
Flying,Ice,Dragon,Ground,2.0
Flying,Ice,Dark,Ground,2.0
Flying,Ice,Ground,Steel,1.0
Flying,Ice,Fairy,Ground,2.0
Ice,Psychic,Ground,Normal,2.0
Ice,Psychic,Fire,Ground,2.0
Ice,Psychic,Ground,Water,2.0
Ice,Psychic,Electric,Ground,2.0
Ice,Psychic,Ground,Ice,2.0
Ice,Psychic,Fighting,Ground,4.0
Ice,Psychic,Ground,Poison,4.0
Ice,Psychic,Ground,Ground,2.0
Ice,Psychic,Flying,Ground,2.0
Ice,Psychic,Ground,Psychic,1.0
Ice,Psychic,Bug,Ground,2.0
Ice,Psychic,Ground,Rock,2.0
Ice,Psychic,Ghost,Ground,2.0
Ice,Psychic,Dragon,Ground,2.0
Ice,Psychic,Dark,Ground,0.0
Ice,Psychic,Ground,Steel,1.0
Ice,Psychic,Fairy,Ground,2.0
Bug,Ice,Ground,Normal,2.0
Bug,Ice,Fire,Ground,1.0
Bug,Ice,Ground,Water,2.0
Bug,Ice,Electric,Ground,2.0
Bug,Ice,Grass,Ground,4.0
Bug,Ice,Ground,Ice,2.0
Bug,Ice,Ground,Ground,2.0
Bug,Ice,Flying,Ground,1.0
Bug,Ice,Ground,Psychic,4.0
Bug,Ice,Bug,Ground,2.0
Bug,Ice,Ground,Rock,2.0
Bug,Ice,Ghost,Ground,1.0
Bug,Ice,Dragon,Ground,2.0
Bug,Ice,Dark,Ground,4.0
Bug,Ice,Ground,Steel,1.0
Bug,Ice,Fairy,Ground,1.0
Ice,Rock,Ground,Normal,2.0
Ice,Rock,Fire,Ground,4.0
Ice,Rock,Ground,Water,2.0
Ice,Rock,Electric,Ground,2.0
Ice,Rock,Grass,Ground,2.0
Ice,Rock,Ground,Ice,4.0
Ice,Rock,Fighting,Ground,1.0
Ice,Rock,Ground,Poison,2.0
Ice,Rock,Ground,Ground,1.0
Ice,Rock,Flying,Ground,4.0
Ice,Rock,Ground,Psychic,2.0
Ice,Rock,Bug,Ground,4.0
Ice,Rock,Ground,Rock,2.0
Ice,Rock,Ghost,Ground,2.0
Ice,Rock,Dragon,Ground,2.0
Ice,Rock,Dark,Ground,2.0
Ice,Rock,Ground,Steel,1.0
Ice,Rock,Fairy,Ground,2.0
Ghost,Ice,Ground,Normal,0.0
Ghost,Ice,Fire,Ground,2.0
Ghost,Ice,Ground,Water,2.0
Ghost,Ice,Electric,Ground,2.0
Ghost,Ice,Ground,Ice,2.0
Ghost,Ice,Fighting,Ground,2.0
Ghost,Ice,Ground,Poison,2.0
Ghost,Ice,Ground,Ground,2.0
Ghost,Ice,Flying,Ground,2.0
Ghost,Ice,Ground,Psychic,4.0
Ghost,Ice,Bug,Ground,2.0
Ghost,Ice,Ground,Rock,2.0
Ghost,Ice,Ghost,Ground,4.0
Ghost,Ice,Dragon,Ground,2.0
Ghost,Ice,Dark,Ground,1.0
Ghost,Ice,Ground,Steel,2.0
Ghost,Ice,Fairy,Ground,2.0
Dragon,Ice,Ground,Normal,2.0
Dragon,Ice,Fire,Ground,2.0
Dragon,Ice,Ground,Water,2.0
Dragon,Ice,Electric,Ground,2.0
Dragon,Ice,Ground,Ice,2.0
Dragon,Ice,Fighting,Ground,2.0
Dragon,Ice,Ground,Poison,2.0
Dragon,Ice,Ground,Ground,2.0
Dragon,Ice,Flying,Ground,2.0
Dragon,Ice,Ground,Psychic,2.0
Dragon,Ice,Bug,Ground,2.0
Dragon,Ice,Ground,Rock,2.0
Dragon,Ice,Ghost,Ground,2.0
Dragon,Ice,Dragon,Ground,4.0
Dragon,Ice,Dark,Ground,2.0
Dragon,Ice,Ground,Steel,1.0
Dragon,Ice,Fairy,Ground,0.0
Dark,Ice,Ground,Normal,2.0
Dark,Ice,Fire,Ground,2.0
Dark,Ice,Ground,Water,2.0
Dark,Ice,Electric,Ground,2.0
Dark,Ice,Ground,Ice,2.0
Dark,Ice,Ground,Poison,2.0
Dark,Ice,Ground,Ground,2.0
Dark,Ice,Flying,Ground,2.0
Dark,Ice,Ground,Psychic,4.0
Dark,Ice,Bug,Ground,2.0
Dark,Ice,Ground,Rock,2.0
Dark,Ice,Ghost,Ground,4.0
Dark,Ice,Dragon,Ground,2.0
Dark,Ice,Dark,Ground,1.0
Dark,Ice,Ground,Steel,2.0
Dark,Ice,Fairy,Ground,1.0
Ice,Steel,Ground,Normal,2.0
Ice,Steel,Fire,Ground,1.0
Ice,Steel,Ground,Water,1.0
Ice,Steel,Ground,Ice,4.0
Ice,Steel,Fighting,Ground,2.0
Ice,Steel,Ground,Poison,2.0
Ice,Steel,Ground,Ground,2.0
Ice,Steel,Flying,Ground,2.0
Ice,Steel,Ground,Psychic,2.0
Ice,Steel,Bug,Ground,2.0
Ice,Steel,Ground,Rock,4.0
Ice,Steel,Ghost,Ground,2.0
Ice,Steel,Dragon,Ground,2.0
Ice,Steel,Dark,Ground,2.0
Ice,Steel,Ground,Steel,1.0
Ice,Steel,Fairy,Ground,4.0
Fairy,Ice,Ground,Normal,2.0
Fairy,Ice,Fire,Ground,1.0
Fairy,Ice,Ground,Water,2.0
Fairy,Ice,Electric,Ground,2.0
Fairy,Ice,Ground,Ice,2.0
Fairy,Ice,Fighting,Ground,4.0
Fairy,Ice,Ground,Ground,2.0
Fairy,Ice,Flying,Ground,2.0
Fairy,Ice,Ground,Psychic,2.0
Fairy,Ice,Bug,Ground,2.0
Fairy,Ice,Ground,Rock,2.0
Fairy,Ice,Ghost,Ground,2.0
Fairy,Ice,Dragon,Ground,4.0
Fairy,Ice,Dark,Ground,4.0
Fairy,Ice,Ground,Steel,1.0
Fairy,Ice,Fairy,Ground,2.0
Ice,Ice,Flying,Flying,4.0
Ice,Ice,Flying,Psychic,2.0
Ice,Ice,Bug,Flying,2.0
Ice,Ice,Flying,Rock,2.0
Ice,Ice,Flying,Ghost,2.0
Ice,Ice,Dragon,Flying,4.0
Ice,Ice,Dark,Flying,2.0
Ice,Ice,Flying,Steel,1.0
Ice,Ice,Fairy,Flying,2.0
Fighting,Ice,Flying,Normal,4.0
Fighting,Ice,Fire,Flying,2.0
Fighting,Ice,Flying,Water,2.0
Fighting,Ice,Electric,Flying,2.0
Fighting,Ice,Flying,Grass,2.0
Fighting,Ice,Flying,Ice,4.0
Fighting,Ice,Fighting,Flying,2.0
Fighting,Ice,Flying,Poison,1.0
Fighting,Ice,Flying,Ground,2.0
Fighting,Ice,Flying,Flying,1.0
Fighting,Ice,Flying,Psychic,1.0
Fighting,Ice,Bug,Flying,1.0
Fighting,Ice,Flying,Rock,4.0
Fighting,Ice,Flying,Ghost,0.0
Fighting,Ice,Dragon,Flying,2.0
Fighting,Ice,Dark,Flying,4.0
Fighting,Ice,Flying,Steel,4.0
Fighting,Ice,Fairy,Flying,1.0
Ice,Poison,Flying,Normal,2.0
Ice,Poison,Fire,Flying,2.0
Ice,Poison,Flying,Water,2.0
Ice,Poison,Electric,Flying,2.0
Ice,Poison,Flying,Grass,4.0
Ice,Poison,Flying,Ice,2.0
Ice,Poison,Fighting,Flying,2.0
Ice,Poison,Flying,Ground,1.0
Ice,Poison,Flying,Flying,2.0
Ice,Poison,Flying,Psychic,2.0
Ice,Poison,Bug,Flying,2.0
Ice,Poison,Flying,Rock,1.0
Ice,Poison,Flying,Ghost,1.0
Ice,Poison,Dragon,Flying,2.0
Ice,Poison,Dark,Flying,2.0
Ice,Poison,Flying,Steel,0.0
Ice,Poison,Fairy,Flying,4.0
Ground,Ice,Flying,Normal,2.0
Ground,Ice,Fire,Flying,4.0
Ground,Ice,Flying,Water,2.0
Ground,Ice,Electric,Flying,4.0
Ground,Ice,Flying,Grass,1.0
Ground,Ice,Flying,Ice,2.0
Ground,Ice,Fighting,Flying,2.0
Ground,Ice,Flying,Poison,4.0
Ground,Ice,Flying,Ground,2.0
Ground,Ice,Flying,Flying,0.0
Ground,Ice,Flying,Psychic,2.0
Ground,Ice,Bug,Flying,1.0
Ground,Ice,Flying,Rock,4.0
Ground,Ice,Flying,Ghost,2.0
Ground,Ice,Dragon,Flying,2.0
Ground,Ice,Dark,Flying,2.0
Ground,Ice,Flying,Steel,4.0
Ground,Ice,Fairy,Flying,2.0
Flying,Ice,Flying,Normal,2.0
Flying,Ice,Fire,Flying,2.0
Flying,Ice,Flying,Water,2.0
Flying,Ice,Flying,Grass,4.0
Flying,Ice,Flying,Ice,2.0
Flying,Ice,Fighting,Flying,4.0
Flying,Ice,Flying,Poison,2.0
Flying,Ice,Flying,Flying,2.0
Flying,Ice,Flying,Psychic,2.0
Flying,Ice,Bug,Flying,4.0
Flying,Ice,Flying,Rock,1.0
Flying,Ice,Flying,Ghost,2.0
Flying,Ice,Dragon,Flying,2.0
Flying,Ice,Dark,Flying,2.0
Flying,Ice,Flying,Steel,1.0
Flying,Ice,Fairy,Flying,2.0
Ice,Psychic,Flying,Normal,2.0
Ice,Psychic,Fire,Flying,2.0
Ice,Psychic,Flying,Water,2.0
Ice,Psychic,Electric,Flying,2.0
Ice,Psychic,Flying,Ice,2.0
Ice,Psychic,Fighting,Flying,4.0
Ice,Psychic,Flying,Poison,4.0
Ice,Psychic,Flying,Flying,2.0
Ice,Psychic,Flying,Psychic,1.0
Ice,Psychic,Bug,Flying,2.0
Ice,Psychic,Flying,Rock,2.0
Ice,Psychic,Flying,Ghost,2.0
Ice,Psychic,Dragon,Flying,2.0
Ice,Psychic,Dark,Flying,0.0
Ice,Psychic,Flying,Steel,1.0
Ice,Psychic,Fairy,Flying,2.0
Bug,Ice,Flying,Normal,2.0
Bug,Ice,Fire,Flying,1.0
Bug,Ice,Flying,Water,2.0
Bug,Ice,Electric,Flying,2.0
Bug,Ice,Flying,Grass,4.0
Bug,Ice,Flying,Ice,2.0
Bug,Ice,Fighting,Flying,1.0
Bug,Ice,Flying,Poison,1.0
Bug,Ice,Flying,Ground,2.0
Bug,Ice,Flying,Flying,1.0
Bug,Ice,Flying,Psychic,4.0
Bug,Ice,Bug,Flying,2.0
Bug,Ice,Flying,Rock,2.0
Bug,Ice,Flying,Ghost,1.0
Bug,Ice,Dragon,Flying,2.0
Bug,Ice,Dark,Flying,4.0
Bug,Ice,Flying,Steel,1.0
Bug,Ice,Fairy,Flying,1.0
Ice,Rock,Fire,Flying,4.0
Ice,Rock,Flying,Water,2.0
Ice,Rock,Flying,Grass,2.0
Ice,Rock,Flying,Ice,4.0
Ice,Rock,Fighting,Flying,1.0
Ice,Rock,Flying,Ground,1.0
Ice,Rock,Flying,Flying,4.0
Ice,Rock,Flying,Psychic,2.0
Ice,Rock,Bug,Flying,4.0
Ice,Rock,Flying,Rock,2.0
Ice,Rock,Flying,Ghost,2.0
Ice,Rock,Dragon,Flying,2.0
Ice,Rock,Dark,Flying,2.0
Ice,Rock,Flying,Steel,1.0
Ice,Rock,Fairy,Flying,2.0
Ghost,Ice,Flying,Normal,0.0
Ghost,Ice,Fire,Flying,2.0
Ghost,Ice,Flying,Water,2.0
Ghost,Ice,Electric,Flying,2.0
Ghost,Ice,Flying,Ice,2.0
Ghost,Ice,Fighting,Flying,2.0
Ghost,Ice,Flying,Poison,2.0
Ghost,Ice,Flying,Flying,2.0
Ghost,Ice,Flying,Psychic,4.0
Ghost,Ice,Bug,Flying,2.0
Ghost,Ice,Flying,Rock,2.0
Ghost,Ice,Flying,Ghost,4.0
Ghost,Ice,Dragon,Flying,2.0
Ghost,Ice,Dark,Flying,1.0
Ghost,Ice,Flying,Steel,2.0
Ghost,Ice,Fairy,Flying,2.0
Dragon,Ice,Flying,Normal,2.0
Dragon,Ice,Fire,Flying,2.0
Dragon,Ice,Flying,Water,2.0
Dragon,Ice,Electric,Flying,2.0
Dragon,Ice,Flying,Ice,2.0
Dragon,Ice,Fighting,Flying,2.0
Dragon,Ice,Flying,Poison,2.0
Dragon,Ice,Flying,Flying,2.0
Dragon,Ice,Flying,Psychic,2.0
Dragon,Ice,Bug,Flying,2.0
Dragon,Ice,Flying,Rock,2.0
Dragon,Ice,Flying,Ghost,2.0
Dragon,Ice,Dragon,Flying,4.0
Dragon,Ice,Dark,Flying,2.0
Dragon,Ice,Flying,Steel,1.0
Dragon,Ice,Fairy,Flying,0.0
Dark,Ice,Flying,Normal,2.0
Dark,Ice,Fire,Flying,2.0
Dark,Ice,Flying,Water,2.0
Dark,Ice,Electric,Flying,2.0
Dark,Ice,Flying,Ice,2.0
Dark,Ice,Flying,Poison,2.0
Dark,Ice,Flying,Flying,2.0
Dark,Ice,Flying,Psychic,4.0
Dark,Ice,Bug,Flying,2.0
Dark,Ice,Flying,Rock,2.0
Dark,Ice,Flying,Ghost,4.0
Dark,Ice,Dragon,Flying,2.0
Dark,Ice,Dark,Flying,1.0
Dark,Ice,Flying,Steel,2.0
Dark,Ice,Fairy,Flying,1.0
Ice,Steel,Flying,Normal,2.0
Ice,Steel,Fire,Flying,1.0
Ice,Steel,Flying,Water,1.0
Ice,Steel,Flying,Ice,4.0
Ice,Steel,Fighting,Flying,2.0
Ice,Steel,Flying,Poison,2.0
Ice,Steel,Flying,Flying,2.0
Ice,Steel,Flying,Psychic,2.0
Ice,Steel,Bug,Flying,2.0
Ice,Steel,Flying,Rock,4.0
Ice,Steel,Flying,Ghost,2.0
Ice,Steel,Dragon,Flying,2.0
Ice,Steel,Dark,Flying,2.0
Ice,Steel,Flying,Steel,1.0
Ice,Steel,Fairy,Flying,4.0
Fairy,Ice,Flying,Normal,2.0
Fairy,Ice,Fire,Flying,1.0
Fairy,Ice,Flying,Water,2.0
Fairy,Ice,Electric,Flying,2.0
Fairy,Ice,Flying,Ice,2.0
Fairy,Ice,Fighting,Flying,4.0
Fairy,Ice,Flying,Flying,2.0
Fairy,Ice,Flying,Psychic,2.0
Fairy,Ice,Bug,Flying,2.0
Fairy,Ice,Flying,Rock,2.0
Fairy,Ice,Flying,Ghost,2.0
Fairy,Ice,Dragon,Flying,4.0
Fairy,Ice,Dark,Flying,4.0
Fairy,Ice,Flying,Steel,1.0
Fairy,Ice,Fairy,Flying,2.0
Ice,Ice,Psychic,Psychic,1.0
Ice,Ice,Bug,Psychic,1.0
Ice,Ice,Psychic,Rock,1.0
Ice,Ice,Ghost,Psychic,1.0
Ice,Ice,Dragon,Psychic,2.0
Ice,Ice,Dark,Psychic,1.0
Ice,Ice,Psychic,Steel,0.5
Ice,Ice,Fairy,Psychic,1.0
Fighting,Ice,Normal,Psychic,2.0
Fighting,Ice,Fire,Psychic,1.0
Fighting,Ice,Psychic,Water,1.0
Fighting,Ice,Electric,Psychic,1.0
Fighting,Ice,Ice,Psychic,2.0
Fighting,Ice,Fighting,Psychic,1.0
Fighting,Ice,Flying,Psychic,0.5
Fighting,Ice,Psychic,Psychic,0.5
Fighting,Ice,Bug,Psychic,0.5
Fighting,Ice,Psychic,Rock,2.0
Fighting,Ice,Ghost,Psychic,0.0
Fighting,Ice,Dragon,Psychic,1.0
Fighting,Ice,Dark,Psychic,2.0
Fighting,Ice,Psychic,Steel,2.0
Fighting,Ice,Fairy,Psychic,0.5
Ice,Poison,Fire,Psychic,1.0
Ice,Poison,Psychic,Water,1.0
Ice,Poison,Ice,Psychic,1.0
Ice,Poison,Poison,Psychic,0.5
Ice,Poison,Ground,Psychic,0.5
Ice,Poison,Flying,Psychic,1.0
Ice,Poison,Psychic,Psychic,1.0
Ice,Poison,Bug,Psychic,1.0
Ice,Poison,Psychic,Rock,0.5
Ice,Poison,Ghost,Psychic,0.5
Ice,Poison,Dragon,Psychic,1.0
Ice,Poison,Dark,Psychic,1.0
Ice,Poison,Psychic,Steel,0.0
Ice,Poison,Fairy,Psychic,2.0
Ground,Ice,Fire,Psychic,2.0
Ground,Ice,Psychic,Water,1.0
Ground,Ice,Electric,Psychic,2.0
Ground,Ice,Grass,Psychic,0.5
Ground,Ice,Ice,Psychic,1.0
Ground,Ice,Poison,Psychic,2.0
Ground,Ice,Ground,Psychic,1.0
Ground,Ice,Flying,Psychic,0.0
Ground,Ice,Psychic,Psychic,1.0
Ground,Ice,Bug,Psychic,0.5
Ground,Ice,Psychic,Rock,2.0
Ground,Ice,Ghost,Psychic,1.0
Ground,Ice,Dragon,Psychic,1.0
Ground,Ice,Dark,Psychic,1.0
Ground,Ice,Psychic,Steel,2.0
Ground,Ice,Fairy,Psychic,1.0
Flying,Ice,Fire,Psychic,1.0
Flying,Ice,Psychic,Water,1.0
Flying,Ice,Electric,Psychic,0.5
Flying,Ice,Ice,Psychic,1.0
Flying,Ice,Fighting,Psychic,2.0
Flying,Ice,Ground,Psychic,1.0
Flying,Ice,Flying,Psychic,1.0
Flying,Ice,Psychic,Psychic,1.0
Flying,Ice,Bug,Psychic,2.0
Flying,Ice,Psychic,Rock,0.5
Flying,Ice,Ghost,Psychic,1.0
Flying,Ice,Dragon,Psychic,1.0
Flying,Ice,Dark,Psychic,1.0
